Id,lotArea,quality,condition,BsmtSF,floorOneSF,floorTwoSF,bsmtFullBath,noRooms,firePlaces,garageCars,woodDeckSF,salePrice
1415,13053,6,7,833,1053,795,0,8,1,2,0,207000
1416,3635,7,5,1386,1569,0,0,7,1,3,143,175900
1417,11340,4,6,777,1246,1044,0,11,0,2,0,122500
1418,16545,8,5,1284,1310,1140,1,7,1,3,0,340000
1419,9204,5,5,1144,1144,0,1,6,0,1,0,124000
1420,16381,6,5,1844,1844,0,1,7,1,2,0,223000
1421,11700,6,6,708,708,708,0,7,1,2,0,179900
1422,4043,6,5,1069,1069,0,0,4,1,2,0,127500
1423,4435,6,5,848,848,0,1,3,0,2,140,136500
1424,19690,6,7,697,1575,626,0,8,1,2,586,274970
1425,9503,5,5,1024,1344,0,1,6,1,1,316,144000
1426,10721,6,6,1252,1252,0,0,7,0,2,0,142000
1427,10944,7,5,1223,1223,904,1,5,2,2,171,271000
1428,10930,5,6,913,1048,510,1,6,1,1,0,140000
1429,7200,5,7,788,804,0,1,4,2,1,0,119000
1430,12546,6,7,1440,1440,0,0,7,1,2,0,182900
1431,21930,5,5,732,734,1104,0,7,1,2,100,192140
1432,4928,6,6,958,958,0,0,5,0,2,0,143750
1433,10800,4,6,656,968,0,0,5,0,1,0,64500
1434,10261,6,5,936,962,830,1,8,1,2,0,186500
1435,17400,5,5,1126,1126,0,1,5,1,2,295,160000
1436,8400,6,9,1319,1537,0,1,7,1,2,0,174000
1437,9000,4,6,864,864,0,0,5,0,2,0,120500
1438,12444,8,5,1932,1932,0,1,7,1,3,0,394617
1439,7407,6,7,912,1236,0,1,6,0,2,0,149700
1440,11584,7,6,539,1040,685,0,6,1,2,0,197000
1441,11526,6,7,588,1423,748,0,11,1,2,431,191000
1442,4426,6,5,848,848,0,1,3,1,2,149,149300
1443,11003,10,5,1017,1026,981,1,10,1,3,168,310000
1444,8854,6,6,952,952,0,0,4,1,1,0,121000
1445,8500,7,5,1422,1422,0,0,7,0,2,192,179600
1446,8400,6,5,814,913,0,1,6,0,1,0,129000
1447,26142,5,7,1188,1188,0,0,6,0,1,261,157900
1448,10000,8,5,1220,1220,870,1,8,1,2,0,240000
1449,11767,4,7,560,796,550,0,6,0,1,168,112000
1450,1533,5,7,630,630,0,1,3,0,0,0,92000
1451,9000,5,5,896,896,896,0,8,0,0,32,136000
1452,9262,8,5,1573,1578,0,0,7,1,3,0,287090
1453,3675,5,5,547,1072,0,1,5,0,2,0,145000
1454,17217,5,5,1140,1140,0,0,6,0,0,36,84500
1455,7500,7,5,1221,1221,0,1,6,0,2,0,185000
1456,7917,6,5,953,953,694,0,7,1,2,0,175000
1457,13175,6,6,1542,2073,0,1,7,2,2,349,210000
1458,9042,7,9,1152,1188,1152,0,9,2,1,0,266500
1459,9717,5,6,1078,1078,0,1,5,0,1,366,142125
1460,9937,5,6,1256,1256,0,1,6,0,1,736,147500
